time,H2939,H5197,H6358,H7847,H8895,H9681,H10390,H11229,H11707,H12049,H12242
500976901.0000,30.94275618,30.77596454,30.64023859,30.44513673,30.26628093,30.09233438,29.89416177,29.62548903,29.30300670,28.85265590,28.14780125
502291801.0000,30.94275604,30.77596440,30.64023845,30.44513660,30.26628080,30.09233426,29.89416166,29.62548892,29.30300660,28.85265581,28.14780119
503606701.0000,30.94275586,30.77596422,30.64023828,30.44513643,30.26628063,30.09233410,29.89416151,29.62548878,29.30300647,28.85265571,28.14780111
504921601.0000,30.94275571,30.77596408,30.64023814,30.44513630,30.26628051,30.09233398,29.89416139,29.62548867,29.30300638,28.85265562,28.14780105
506236501.0000,30.94275554,30.77596391,30.64023797,30.44513613,30.26628035,30.09233382,29.89416124,29.62548854,29.30300625,28.85265552,28.14780097
507551401.0000,30.94275540,30.77596377,30.64023783,30.44513600,30.26628022,30.09233370,29.89416113,29.62548843,29.30300616,28.85265544,28.14780091
508866301.0000,30.94275522,30.77596359,30.64023766,30.44513583,30.26628006,30.09233354,29.89416098,29.62548829,29.30300603,28.85265533,28.14780083
510181201.0000,30.94275508,30.77596346,30.64023753,30.44513571,30.26627994,30.09233342,29.89416087,29.62548819,29.30300594,28.85265525,28.14780077
511496101.0000,30.94275490,30.77596328,30.64023735,30.44513554,30.26627977,30.09233327,29.89416072,29.62548805,29.30300581,28.85265514,28.14780069
512811001.0000,30.94275476,30.77596315,30.64023722,30.44513541,30.26627965,30.09233315,29.89416061,29.62548795,29.30300572,28.85265506,28.14780063
514125901.0000,30.94275459,30.77596297,30.64023705,30.44513524,30.26627949,30.09233300,29.89416046,29.62548781,29.30300560,28.85265495,28.14780055
515440801.0000,30.94275445,30.77596284,30.64023692,30.44513512,30.26627937,30.09233288,29.89416035,29.62548771,29.30300550,28.85265487,28.14780049
516755701.0000,30.94275427,30.77596266,30.64023675,30.44513495,30.26627921,30.09233272,29.89416020,29.62548757,29.30300538,28.85265477,28.14780041
518070601.0000,30.94275414,30.77596253,30.64023661,30.44513482,30.26627909,30.09233261,29.89416009,29.62548747,29.30300529,28.85265469,28.14780035
519385501.0000,30.94275396,30.77596235,30.64023644,30.44513466,30.26627893,30.09233245,29.89415995,29.62548734,29.30300517,28.85265458,28.14780027
520700401.0000,30.94275383,30.77596222,30.64023631,30.44513453,30.26627881,30.09233234,29.89415984,29.62548723,29.30300507,28.85265451,28.14780021
522015301.0000,30.94275365,30.77596205,30.64023615,30.44513437,30.26627865,30.09233219,29.89415969,29.62548710,29.30300495,28.85265440,28.14780014
523330201.0000,30.94275352,30.77596192,30.64023602,30.44513425,30.26627853,30.09233207,29.89415958,29.62548700,29.30300486,28.85265432,28.14780008
524645101.0000,30.94275334,30.77596175,30.64023585,30.44513408,30.26627837,30.09233192,29.89415944,29.62548686,29.30300474,28.85265422,28.14780000
525960001.0000,30.94275321,30.77596161,30.64023572,30.44513396,30.26627825,30.09233181,29.89415933,29.62548676,29.30300465,28.85265414,28.14779994
527274901.0000,30.94275304,30.77596144,30.64023555,30.44513380,30.26627809,30.09233165,29.89415919,29.62548663,29.30300453,28.85265404,28.14779986
528589801.0000,30.94275290,30.77596131,30.64023542,30.44513367,30.26627797,30.09233154,29.89415908,29.62548653,29.30300444,28.85265396,28.14779980
529904701.0000,30.94275273,30.77596114,30.64023526,30.44513351,30.26627782,30.09233139,29.89415893,29.62548640,29.30300432,28.85265386,28.14779973
531219601.0000,30.94275260,30.77596101,30.64023513,30.44513339,30.26627770,30.09233128,29.89415883,29.62548630,29.30300423,28.85265378,28.14779967
532534501.0000,30.94275243,30.77596085,30.64023496,30.44513323,30.26627755,30.09233113,29.89415869,29.62548617,29.30300411,28.85265368,28.14779959
533849401.0000,30.94275230,30.77596072,30.64023484,30.44513311,30.26627743,30.09233102,29.89415858,29.62548607,29.30300402,28.85265360,28.14779954
535164301.0000,30.94275213,30.77596055,30.64023467,30.44513295,30.26627727,30.09233087,29.89415844,29.62548594,29.30300390,28.85265350,28.14779946
536479201.0000,30.94275200,30.77596042,30.64023455,30.44513283,30.26627716,30.09233076,29.89415833,29.62548584,29.30300381,28.85265342,28.14779940
537794101.0000,30.94275183,30.77596025,30.64023438,30.44513267,30.26627700,30.09233061,29.89415819,29.62548571,29.30300369,28.85265332,28.14779933
539109001.0000,30.94275170,30.77596013,30.64023426,30.44513255,30.26627689,30.09233050,29.89415809,29.62548561,29.30300360,28.85265325,28.14779927
540423901.0000,30.94275153,30.77595996,30.64023410,30.44513239,30.26627674,30.09233035,29.89415795,29.62548548,29.30300349,28.85265315,28.14779920
541738801.0000,30.94275140,30.77595983,30.64023397,30.44513227,30.26627662,30.09233024,29.89415784,29.62548539,29.30300340,28.85265307,28.14779914
543053701.0000,30.94275124,30.77595967,30.64023381,30.44513211,30.26627647,30.09233009,29.89415770,29.62548526,29.30300328,28.85265297,28.14779906
544368601.0000,30.94275111,30.77595954,30.64023369,30.44513199,30.26627635,30.09232998,29.89415760,29.62548516,29.30300319,28.85265290,28.14779901
545683501.0000,30.94275094,30.77595938,30.64023353,30.44513184,30.26627620,30.09232984,29.89415746,29.62548503,29.30300308,28.85265280,28.14779893
546998401.0000,30.94275082,30.77595925,30.64023340,30.44513172,30.26627609,30.09232973,29.89415736,29.62548494,29.30300299,28.85265272,28.14779888
548313301.0000,30.94275065,30.77595909,30.64023324,30.44513156,30.26627594,30.09232958,29.89415722,29.62548481,29.30300288,28.85265262,28.14779880
549628201.0000,30.94275052,30.77595897,30.64023312,30.44513145,30.26627583,30.09232948,29.89415712,29.62548471,29.30300279,28.85265255,28.14779875
550943101.0000,30.94275036,30.77595880,30.64023296,30.44513129,30.26627568,30.09232933,29.89415698,29.62548459,29.30300268,28.85265245,28.14779868
552258001.0000,30.94275024,30.77595868,30.64023284,30.44513117,30.26627557,30.09232922,29.89415688,29.62548449,29.30300259,28.85265238,28.14779862
553572901.0000,30.94275007,30.77595852,30.64023268,30.44513102,30.26627542,30.09232908,29.89415674,29.62548437,29.30300248,28.85265228,28.14779855
554887801.0000,30.94274995,30.77595840,30.64023256,30.44513090,30.26627530,30.09232897,29.89415664,29.62548427,29.30300239,28.85265221,28.14779849
556202701.0000,30.94274979,30.77595824,30.64023240,30.44513075,30.26627516,30.09232883,29.89415650,29.62548415,29.30300228,28.85265211,28.14779842
557517601.0000,30.94274966,30.77595811,30.64023228,30.44513064,30.26627505,30.09232873,29.89415640,29.62548405,29.30300219,28.85265204,28.14779836
558832501.0000,30.94274950,30.77595795,30.64023213,30.44513048,30.26627490,30.09232858,29.89415627,29.62548393,29.30300208,28.85265194,28.14779829
560147401.0000,30.94274938,30.77595783,30.64023201,30.44513037,30.26627479,30.09232848,29.89415617,29.62548383,29.30300199,28.85265187,28.14779824
561462301.0000,30.94274922,30.77595767,30.64023185,30.44513022,30.26627464,30.09232834,29.89415603,29.62548371,29.30300188,28.85265177,28.14779817
562777201.0000,30.94274909,30.77595755,30.64023173,30.44513010,30.26627453,30.09232823,29.89415593,29.62548362,29.30300180,28.85265170,28.14779811
564092101.0000,30.94274893,30.77595740,30.64023158,30.44512995,30.26627439,30.09232809,29.89415580,29.62548350,29.30300169,28.85265160,28.14779804
565407001.0000,30.94274881,30.77595727,30.64023146,30.44512984,30.26627428,30.09232799,29.89415570,29.62548340,29.30300160,28.85265153,28.14779799
566721901.0000,30.94274865,30.77595712,30.64023131,30.44512969,30.26627413,30.09232785,29.89415557,29.62548328,29.30300149,28.85265144,28.14779792
568036801.0000,30.94274853,30.77595700,30.64023119,30.44512958,30.26627403,30.09232774,29.89415547,29.62548319,29.30300141,28.85265137,28.14779786
569351701.0000,30.94274837,30.77595684,30.64023103,30.44512943,30.26627388,30.09232761,29.89415534,29.62548307,29.30300130,28.85265127,28.14779779
570666601.0000,30.94274825,30.77595672,30.64023092,30.44512932,30.26627377,30.09232750,29.89415524,29.62548298,29.30300122,28.85265120,28.14779774
571981501.0000,30.94274810,30.77595657,30.64023077,30.44512917,30.26627363,30.09232737,29.89415511,29.62548286,29.30300111,28.85265111,28.14779767
573296401.0000,30.94274797,30.77595645,30.64023065,30.44512906,30.26627352,30.09232726,29.89415501,29.62548276,29.30300102,28.85265104,28.14779762
574611301.0000,30.94274782,30.77595630,30.64023050,30.44512891,30.26627338,30.09232713,29.89415488,29.62548264,29.30300092,28.85265094,28.14779755
575926201.0000,30.94274770,30.77595618,30.64023038,30.44512880,30.26627327,30.09232702,29.89415478,29.62548255,29.30300083,28.85265087,28.14779749
577241101.0000,30.94274754,30.77595603,30.64023023,30.44512865,30.26627313,30.09232689,29.89415466,29.62548243,29.30300073,28.85265078,28.14779742
578556001.0000,30.94274742,30.77595591,30.64023012,30.44512854,30.26627303,30.09232679,29.89415456,29.62548234,29.30300064,28.85265071,28.14779737
579870901.0000,30.94274727,30.77595576,30.64022997,30.44512840,30.26627289,30.09232665,29.89415443,29.62548223,29.30300054,28.85265062,28.14779730
581185801.0000,30.94274715,30.77595564,30.64022985,30.44512829,30.26627278,30.09232655,29.89415433,29.62548214,29.30300046,28.85265055,28.14779725
582500701.0000,30.94274700,30.77595549,30.64022970,30.44512814,30.26627264,30.09232641,29.89415421,29.62548202,29.30300035,28.85265046,28.14779718
583815601.0000,30.94274688,30.77595537,30.64022959,30.44512803,30.26627254,30.09232631,29.89415411,29.62548193,29.30300027,28.85265039,28.14779713
585130501.0000,30.94274673,30.77595522,30.64022944,30.44512789,30.26627240,30.09232618,29.89415398,29.62548181,29.30300016,28.85265030,28.14779706
586445401.0000,30.94274661,30.77595511,30.64022933,30.44512778,30.26627229,30.09232608,29.89415389,29.62548172,29.30300008,28.85265023,28.14779701
587760301.0000,30.94274646,30.77595496,30.64022918,30.44512764,30.26627215,30.09232595,29.89415376,29.62548161,29.30299998,28.85265014,28.14779694
589075201.0000,30.94274634,30.77595484,30.64022907,30.44512753,30.26627205,30.09232585,29.89415367,29.62548152,29.30299990,28.85265007,28.14779689
590390101.0000,30.94274619,30.77595469,30.64022892,30.44512739,30.26627191,30.09232572,29.89415354,29.62548140,29.30299979,28.85264998,28.14779682
591705001.0000,30.94274608,30.77595458,30.64022881,30.44512728,30.26627181,30.09232562,29.89415345,29.62548131,29.30299971,28.85264991,28.14779677
593019901.0000,30.94274593,30.77595443,30.64022867,30.44512714,30.26627167,30.09232548,29.89415332,29.62548120,29.30299961,28.85264982,28.14779671
594334801.0000,30.94274581,30.77595432,30.64022856,30.44512703,30.26627157,30.09232539,29.89415323,29.62548111,29.30299953,28.85264975,28.14779666
595649701.0000,30.94274566,30.77595417,30.64022841,30.44512689,30.26627144,30.09232526,29.89415311,29.62548100,29.30299942,28.85264967,28.14779659
596964601.0000,30.94274555,30.77595406,30.64022830,30.44512679,30.26627133,30.09232516,29.89415301,29.62548091,29.30299935,28.85264960,28.14779654
598279501.0000,30.94274540,30.77595391,30.64022816,30.44512665,30.26627120,30.09232503,29.89415289,29.62548080,29.30299924,28.85264951,28.14779647
599594401.0000,30.94274529,30.77595380,30.64022805,30.44512654,30.26627110,30.09232493,29.89415280,29.62548071,29.30299916,28.85264944,28.14779642
600909301.0000,30.94274514,30.77595365,30.64022790,30.44512640,30.26627096,30.09232480,29.89415267,29.62548060,29.30299906,28.85264935,28.14779636
602224201.0000,30.94274503,30.77595354,30.64022779,30.44512630,30.26627086,30.09232470,29.89415258,29.62548051,29.30299898,28.85264929,28.14779631
603539101.0000,30.94274488,30.77595340,30.64022765,30.44512616,30.26627073,30.09232458,29.89415246,29.62548040,29.30299888,28.85264920,28.14779624
604854001.0000,30.94274477,30.77595329,30.64022754,30.44512606,30.26627063,30.09232448,29.89415237,29.62548031,29.30299880,28.85264913,28.14779619
606168901.0000,30.94274462,30.77595314,30.64022740,30.44512592,30.26627049,30.09232435,29.89415225,29.62548020,29.30299870,28.85264905,28.14779613
607483801.0000,30.94274451,30.77595303,30.64022729,30.44512581,30.26627039,30.09232425,29.89415215,29.62548012,29.30299863,28.85264898,28.14779608
608798701.0000,30.94274437,30.77595289,30.64022715,30.44512568,30.26627026,30.09232413,29.89415203,29.62548000,29.30299852,28.85264889,28.14779601
610113601.0000,30.94274425,30.77595278,30.64022705,30.44512557,30.26627016,30.09232403,29.89415194,29.62547992,29.30299845,28.85264883,28.14779596
611428501.0000,30.94274411,30.77595264,30.64022691,30.44512544,30.26627003,30.09232391,29.89415182,29.62547981,29.30299835,28.85264874,28.14779590
612743401.0000,30.94274400,30.77595253,30.64022680,30.44512534,30.26626993,30.09232381,29.89415173,29.62547973,29.30299827,28.85264868,28.14779585
614058301.0000,30.94274386,30.77595239,30.64022666,30.44512520,30.26626980,30.09232369,29.89415161,29.62547962,29.30299817,28.85264859,28.14779579
615373201.0000,30.94274375,30.77595228,30.64022655,30.44512510,30.26626970,30.09232359,29.89415152,29.62547953,29.30299810,28.85264853,28.14779574
616688101.0000,30.94274360,30.77595214,30.64022642,30.44512497,30.26626957,30.09232347,29.89415140,29.62547942,29.30299800,28.85264844,28.14779567
618003001.0000,30.94274349,30.77595203,30.64022631,30.44512486,30.26626948,30.09232337,29.89415132,29.62547934,29.30299792,28.85264838,28.14779562
619317901.0000,30.94274335,30.77595189,30.64022617,30.44512473,30.26626935,30.09232325,29.89415120,29.62547923,29.30299782,28.85264829,28.14779556
620632801.0000,30.94274324,30.77595178,30.64022607,30.44512463,30.26626925,30.09232315,29.89415111,29.62547915,29.30299775,28.85264823,28.14779551
621947701.0000,30.94274310,30.77595164,30.64022593,30.44512450,30.26626912,30.09232303,29.89415099,29.62547904,29.30299765,28.85264815,28.14779545
623262601.0000,30.94274299,30.77595154,30.64022583,30.44512440,30.26626902,30.09232294,29.89415090,29.62547896,29.30299758,28.85264808,28.14779540
624577501.0000,30.94274285,30.77595140,30.64022569,30.44512426,30.26626890,30.09232282,29.89415079,29.62547885,29.30299748,28.85264800,28.14779534
625892401.0000,30.94274275,30.77595129,30.64022559,30.44512416,30.26626880,30.09232272,29.89415070,29.62547877,29.30299740,28.85264793,28.14779529
627207301.0000,30.94274261,30.77595116,30.64022545,30.44512403,30.26626867,30.09232260,29.89415058,29.62547866,29.30299731,28.85264785,28.14779523
628522201.0000,30.94274250,30.77595105,30.64022535,30.44512393,30.26626858,30.09232251,29.89415050,29.62547858,29.30299723,28.85264779,28.14779518
629837101.0000,30.94274236,30.77595091,30.64022521,30.44512380,30.26626845,30.09232239,29.89415038,29.62547847,29.30299714,28.85264771,28.14779512
631152001.0000,30.94274225,30.77595081,30.64022511,30.44512370,30.26626836,30.09232230,29.89415029,29.62547839,29.30299706,28.85264764,28.14779507
632466901.0000,30.94274212,30.77595067,30.64022498,30.44512357,30.26626823,30.09232218,29.89415018,29.62547829,29.30299697,28.85264756,28.14779501
633781801.0000,30.94274201,30.77595057,30.64022488,30.44512348,30.26626814,30.09232208,29.89415009,29.62547820,29.30299689,28.85264750,28.14779497
635096701.0000,30.94274187,30.77595043,30.64022474,30.44512335,30.26626801,30.09232196,29.89414998,29.62547810,29.30299680,28.85264742,28.14779490
636411601.0000,30.94274177,30.77595033,30.64022464,30.44512325,30.26626792,30.09232187,29.89414989,29.62547802,29.30299673,28.85264735,28.14779486
637726501.0000,30.94274163,30.77595019,30.64022451,30.44512312,30.26626779,30.09232176,29.89414978,29.62547792,29.30299663,28.85264727,28.14779480
639041401.0000,30.94274153,30.77595009,30.64022441,30.44512302,30.26626770,30.09232167,29.89414969,29.62547784,29.30299656,28.85264721,28.14779475
640356301.0000,30.94274139,30.77594996,30.64022428,30.44512290,30.26626758,30.09232155,29.89414958,29.62547773,29.30299647,28.85264713,28.14779469
641671201.0000,30.94274129,30.77594985,30.64022418,30.44512280,30.26626748,30.09232146,29.89414950,29.62547765,29.30299639,28.85264707,28.14779464
642986101.0000,30.94274115,30.77594972,30.64022404,30.44512267,30.26626736,30.09232134,29.89414938,29.62547755,29.30299630,28.85264699,28.14779458
644301001.0000,30.94274105,30.77594962,30.64022394,30.44512258,30.26626727,30.09232125,29.89414930,29.62547747,29.30299623,28.85264693,28.14779454
645615901.0000,30.94274092,30.77594949,30.64022381,30.44512245,30.26626715,30.09232113,29.89414919,29.62547737,29.30299614,28.85264685,28.14779448
646930801.0000,30.94274081,30.77594939,30.64022372,30.44512235,30.26626705,30.09232104,29.89414910,29.62547729,29.30299606,28.85264679,28.14779443
648245701.0000,30.94274068,30.77594925,30.64022359,30.44512223,30.26626693,30.09232093,29.89414899,29.62547719,29.30299597,28.85264671,28.14779437
649560601.0000,30.94274058,30.77594915,30.64022349,30.44512213,30.26626684,30.09232084,29.89414891,29.62547711,29.30299590,28.85264665,28.14779433
650875501.0000,30.94274045,30.77594902,30.64022336,30.44512201,30.26626672,30.09232072,29.89414880,29.62547701,29.30299581,28.85264657,28.14779427
652190401.0000,30.94274034,30.77594892,30.64022326,30.44512191,30.26626663,30.09232064,29.89414871,29.62547693,29.30299574,28.85264651,28.14779422
653505301.0000,30.94274021,30.77594879,30.64022313,30.44512179,30.26626651,30.09232052,29.89414861,29.62547683,29.30299565,28.85264643,28.14779417
654820201.0000,30.94274011,30.77594869,30.64022303,30.44512169,30.26626642,30.09232043,29.89414852,29.62547675,29.30299558,28.85264637,28.14779412
656135101.0000,30.94273998,30.77594856,30.64022291,30.44512157,30.26626630,30.09232032,29.89414841,29.62547665,29.30299549,28.85264629,28.14779406
657450001.0000,30.94273988,30.77594846,30.64022281,30.44512148,30.26626621,30.09232023,29.89414833,29.62547657,29.30299542,28.85264623,28.14779402
658764901.0000,30.94273975,30.77594834,30.64022268,30.44512136,30.26626609,30.09232012,29.89414822,29.62547647,29.30299533,28.85264615,28.14779396
660079801.0000,30.94273965,30.77594824,30.64022259,30.44512126,30.26626600,30.09232003,29.89414814,29.62547640,29.30299526,28.85264609,28.14779392
661394701.0000,30.94273952,30.77594811,30.64022246,30.44512114,30.26626588,30.09231992,29.89414803,29.62547630,29.30299517,28.85264602,28.14779386
662709601.0000,30.94273942,30.77594801,30.64022236,30.44512105,30.26626579,30.09231983,29.89414795,29.62547622,29.30299510,28.85264596,28.14779381
664024501.0000,30.94273929,30.77594788,30.64022224,30.44512093,30.26626568,30.09231972,29.89414784,29.62547612,29.30299501,28.85264588,28.14779376
665339401.0000,30.94273919,30.77594779,30.64022214,30.44512083,30.26626559,30.09231964,29.89414776,29.62547605,29.30299494,28.85264582,28.14779371
666654301.0000,30.94273906,30.77594766,30.64022202,30.44512071,30.26626547,30.09231952,29.89414766,29.62547595,29.30299485,28.85264575,28.14779365
667969201.0000,30.94273896,30.77594756,30.64022192,30.44512062,30.26626538,30.09231944,29.89414758,29.62547587,29.30299478,28.85264569,28.14779361
669284101.0000,30.94273884,30.77594744,30.64022180,30.44512050,30.26626527,30.09231933,29.89414747,29.62547578,29.30299469,28.85264561,28.14779355
670599001.0000,30.94273874,30.77594734,30.64022171,30.44512041,30.26626518,30.09231924,29.89414739,29.62547570,29.30299463,28.85264555,28.14779351
671913901.0000,30.94273861,30.77594722,30.64022158,30.44512029,30.26626506,30.09231913,29.89414728,29.62547560,29.30299454,28.85264548,28.14779345
673228801.0000,30.94273851,30.77594712,30.64022149,30.44512020,30.26626498,30.09231905,29.89414720,29.62547553,29.30299447,28.85264542,28.14779341
674543701.0000,30.94273839,30.77594699,30.64022137,30.44512008,30.26626486,30.09231894,29.89414710,29.62547543,29.30299438,28.85264535,28.14779335
675858601.0000,30.94273829,30.77594690,30.64022127,30.44511999,30.26626478,30.09231885,29.89414702,29.62547536,29.30299432,28.85264529,28.14779331
677173501.0000,30.94273817,30.77594678,30.64022115,30.44511987,30.26626466,30.09231874,29.89414692,29.62547526,29.30299423,28.85264521,28.14779326
678488401.0000,30.94273807,30.77594668,30.64022106,30.44511978,30.26626458,30.09231866,29.89414684,29.62547519,29.30299416,28.85264516,28.14779321
679803301.0000,30.94273795,30.77594656,30.64022094,30.44511967,30.26626446,30.09231855,29.89414673,29.62547509,29.30299408,28.85264508,28.14779316
681118201.0000,30.94273785,30.77594646,30.64022085,30.44511958,30.26626438,30.09231847,29.89414666,29.62547502,29.30299401,28.85264503,28.14779312
682433101.0000,30.94273773,30.77594634,30.64022073,30.44511946,30.26626426,30.09231836,29.89414655,29.62547493,29.30299392,28.85264495,28.14779306
683748001.0000,30.94273763,30.77594625,30.64022063,30.44511937,30.26626418,30.09231828,29.89414647,29.62547485,29.30299386,28.85264490,28.14779302
685062901.0000,30.94273751,30.77594613,30.64022051,30.44511926,30.26626407,30.09231817,29.89414637,29.62547476,29.30299377,28.85264482,28.14779296
686377801.0000,30.94273741,30.77594603,30.64022042,30.44511917,30.26626398,30.09231809,29.89414629,29.62547469,29.30299371,28.85264477,28.14779292
687692701.0000,30.94273729,30.77594591,30.64022030,30.44511905,30.26626387,30.09231798,29.89414619,29.62547459,29.30299362,28.85264469,28.14779287
689007601.0000,30.94273720,30.77594582,30.64022021,30.44511897,30.26626379,30.09231790,29.89414612,29.62547452,29.30299356,28.85264464,28.14779282
690322501.0000,30.94273707,30.77594570,30.64022009,30.44511885,30.26626367,30.09231779,29.89414601,29.62547443,29.30299347,28.85264456,28.14779277
691637401.0000,30.94273698,30.77594560,30.64022000,30.44511876,30.26626359,30.09231771,29.89414594,29.62547436,29.30299341,28.85264451,28.14779273
692952301.0000,30.94273686,30.77594549,30.64021989,30.44511865,30.26626348,30.09231761,29.89414584,29.62547426,29.30299332,28.85264444,28.14779267
694267201.0000,30.94273677,30.77594539,30.64021980,30.44511856,30.26626340,30.09231753,29.89414576,29.62547419,29.30299326,28.85264438,28.14779263
695582101.0000,30.94273665,30.77594527,30.64021968,30.44511845,30.26626329,30.09231742,29.89414566,29.62547410,29.30299317,28.85264431,28.14779258
696897001.0000,30.94273655,30.77594518,30.64021959,30.44511836,30.26626320,30.09231734,29.89414558,29.62547403,29.30299311,28.85264425,28.14779254
698211901.0000,30.94273643,30.77594506,30.64021947,30.44511825,30.26626309,30.09231724,29.89414548,29.62547394,29.30299303,28.85264418,28.14779248
699526801.0000,30.94273634,30.77594497,30.64021938,30.44511816,30.26626301,30.09231716,29.89414541,29.62547387,29.30299296,28.85264413,28.14779244
700841701.0000,30.94273622,30.77594486,30.64021927,30.44511805,30.26626290,30.09231705,29.89414531,29.62547377,29.30299288,28.85264406,28.14779239
702156601.0000,30.94273613,30.77594477,30.64021918,30.44511797,30.26626282,30.09231697,29.89414523,29.62547370,29.30299282,28.85264400,28.14779235
703471501.0000,30.94273601,30.77594465,30.64021906,30.44511786,30.26626271,30.09231687,29.89414514,29.62547361,29.30299273,28.85264393,28.14779230
704786401.0000,30.94273592,30.77594456,30.64021898,30.44511777,30.26626263,30.09231679,29.89414506,29.62547354,29.30299267,28.85264388,28.14779226
706101301.0000,30.94273580,30.77594444,30.64021886,30.44511766,30.26626252,30.09231669,29.89414496,29.62547345,29.30299259,28.85264381,28.14779220
707416201.0000,30.94273571,30.77594435,30.64021877,30.44511757,30.26626244,30.09231661,29.89414489,29.62547338,29.30299253,28.85264375,28.14779216
708731101.0000,30.94273559,30.77594424,30.64021866,30.44511746,30.26626234,30.09231651,29.89414479,29.62547329,29.30299245,28.85264368,28.14779211
710046001.0000,30.94273550,30.77594415,30.64021857,30.44511738,30.26626226,30.09231643,29.89414472,29.62547323,29.30299238,28.85264363,28.14779207
711360901.0000,30.94273539,30.77594403,30.64021846,30.44511727,30.26626215,30.09231633,29.89414462,29.62547314,29.30299230,28.85264356,28.14779202
712675801.0000,30.94273530,30.77594394,30.64021837,30.44511719,30.26626207,30.09231625,29.89414455,29.62547307,29.30299224,28.85264351,28.14779198
713990701.0000,30.94273518,30.77594383,30.64021826,30.44511708,30.26626196,30.09231615,29.89414445,29.62547298,29.30299216,28.85264344,28.14779193
715305601.0000,30.94273509,30.77594374,30.64021817,30.44511699,30.26626188,30.09231607,29.89414438,29.62547291,29.30299210,28.85264339,28.14779189
716620501.0000,30.94273498,30.77594363,30.64021806,30.44511689,30.26626178,30.09231597,29.89414428,29.62547282,29.30299202,28.85264332,28.14779184
717935401.0000,30.94273489,30.77594354,30.64021798,30.44511680,30.26626170,30.09231590,29.89414421,29.62547275,29.30299196,28.85264327,28.14779180
719250301.0000,30.94273477,30.77594343,30.64021787,30.44511670,30.26626160,30.09231580,29.89414411,29.62547267,29.30299188,28.85264320,28.14779175
720565201.0000,30.94273469,30.77594334,30.64021778,30.44511661,30.26626152,30.09231572,29.89414404,29.62547260,29.30299182,28.85264315,28.14779171
721880101.0000,30.94273457,30.77594323,30.64021767,30.44511651,30.26626141,30.09231562,29.89414395,29.62547251,29.30299174,28.85264308,28.14779166
723195001.0000,30.94273448,30.77594314,30.64021758,30.44511642,30.26626133,30.09231554,29.89414388,29.62547244,29.30299168,28.85264303,28.14779162
724509901.0000,30.94273437,30.77594303,30.64021748,30.44511632,30.26626123,30.09231545,29.89414378,29.62547236,29.30299160,28.85264296,28.14779157
725824801.0000,30.94273428,30.77594294,30.64021739,30.44511624,30.26626115,30.09231537,29.89414371,29.62547229,29.30299154,28.85264291,28.14779153
727139701.0000,30.94273417,30.77594283,30.64021728,30.44511613,30.26626105,30.09231527,29.89414362,29.62547220,29.30299146,28.85264284,28.14779148
728454601.0000,30.94273408,30.77594275,30.64021720,30.44511605,30.26626097,30.09231520,29.89414354,29.62547214,29.30299140,28.85264279,28.14779144
729769501.0000,30.94273397,30.77594264,30.64021709,30.44511594,30.26626087,30.09231510,29.89414345,29.62547205,29.30299132,28.85264272,28.14779139
731084401.0000,30.94273388,30.77594255,30.64021700,30.44511586,30.26626079,30.09231502,29.89414338,29.62547199,29.30299126,28.85264267,28.14779135
732399301.0000,30.94273377,30.77594244,30.64021690,30.44511576,30.26626069,30.09231493,29.89414329,29.62547190,29.30299118,28.85264260,28.14779130
733714201.0000,30.94273369,30.77594236,30.64021681,30.44511568,30.26626061,30.09231485,29.89414322,29.62547183,29.30299112,28.85264255,28.14779126
735029101.0000,30.94273358,30.77594225,30.64021671,30.44511557,30.26626051,30.09231476,29.89414313,29.62547175,29.30299105,28.85264249,28.14779121
736344001.0000,30.94273349,30.77594216,30.64021662,30.44511550,30.26626044,30.09231468,29.89414306,29.62547168,29.30299099,28.85264244,28.14779118
737658901.0000,30.94273338,30.77594205,30.64021652,30.44511539,30.26626034,30.09231459,29.89414296,29.62547160,29.30299091,28.85264237,28.14779113
738973801.0000,30.94273330,30.77594197,30.64021643,30.44511531,30.26626026,30.09231451,29.89414289,29.62547153,29.30299085,28.85264232,28.14779109
740288701.0000,30.94273319,30.77594186,30.64021633,30.44511521,30.26626016,30.09231442,29.89414280,29.62547145,29.30299078,28.85264225,28.14779104
741603601.0000,30.94273310,30.77594178,30.64021625,30.44511513,30.26626008,30.09231434,29.89414273,29.62547139,29.30299072,28.85264220,28.14779100
742918501.0000,30.94273299,30.77594167,30.64021614,30.44511503,30.26625999,30.09231425,29.89414264,29.62547130,29.30299064,28.85264214,28.14779095
744233401.0000,30.94273291,30.77594159,30.64021606,30.44511495,30.26625991,30.09231418,29.89414257,29.62547124,29.30299058,28.85264209,28.14779092
745548301.0000,30.94273280,30.77594148,30.64021595,30.44511485,30.26625981,30.09231408,29.89414248,29.62547116,29.30299051,28.85264202,28.14779087
746863201.0000,30.94273272,30.77594140,30.64021587,30.44511477,30.26625974,30.09231401,29.89414242,29.62547109,29.30299045,28.85264197,28.14779083
748178101.0000,30.94273261,30.77594129,30.64021577,30.44511467,30.26625964,30.09231391,29.89414233,29.62547101,29.30299037,28.85264191,28.14779078
749493001.0000,30.94273253,30.77594121,30.64021569,30.44511459,30.26625956,30.09231384,29.89414226,29.62547095,29.30299032,28.85264186,28.14779075
750807901.0000,30.94273242,30.77594110,30.64021558,30.44511449,30.26625947,30.09231375,29.89414217,29.62547086,29.30299024,28.85264180,28.14779070
